,SUBJECT_1
training duration,179.81459975242615
,train,valid,test
logloss,0.13944919984348694,0.15824446953346735,0.15658725862917694
accuracy,0.9814814814814815,0.9801324503311258,0.9836956521739131
macro-precision,0.9372312839825484,0.9239939073272407,0.9502507598784193
macro-recall,0.9305634692165826,0.9016716142121358,0.913378465506125
macro-f1,0.9332257164673852,0.910101573601596,0.9201817685086416
weighted-f1,0.9815651118714014,0.9798434891763307,0.9830687523390812
micro-f1,0.9815867003367004,0.9801324503311258,0.9836956521739131
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,1.0,1.0,0.9995910020449897,0.962796664528544,0.9738636363636364,0.9935672514619882,0.9482758620689654,0.9642857142857143,0.8555555555555556,0.8000000000000002,0.8825910931174088,0.8181818181818182
valid,1.0,1.0,1.0,0.9686609686609686,0.9769820971867008,0.9894736842105263,0.923076923076923,1.0,0.7058823529411764,0.75,0.8571428571428571,0.75
test,1.0,1.0,1.0,0.9787234042553191,0.9908256880733944,0.9795918367346939,1.0,1.0,0.6666666666666666,0.8571428571428571,0.7692307692307692,0.8
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1501.0,75.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
STANDING,0.0,0.0,0.0,17.0,1714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,20.0,0.0,1699.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,1.0,1.0,0.0,0.0,55.0,0.0,1.0,0.0,2.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,77.0,0.0,15.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,18.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,109.0,0.0
LIE_TO_STAND,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,63.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
