,SUBJECT_3
training duration,231.61579060554504
,train,valid,test
logloss,0.12605006389283085,0.14504710389627187,0.12897182241455757
accuracy,0.9811836434352991,0.9744560075685903,0.9916434540389972
macro-precision,0.9480116158151765,0.9076448265877796,0.9807692307692308
macro-recall,0.9418594040089272,0.9105734671030724,0.9759615384615384
macro-f1,0.9446139825827379,0.905390582404907,0.975899908574541
weighted-f1,0.9811839563815872,0.9743010552146111,0.9915881452395258
micro-f1,0.9811836434352991,0.9744560075685903,0.9916434540389972
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,1.0,1.0,1.0,0.9591315453384418,0.9681309216192937,0.9949926362297498,0.9747899159663865,1.0,0.858695652173913,0.8428571428571429,0.8870967741935485,0.8496732026143792
valid,1.0,0.9966329966329966,1.0,0.9485714285714286,0.9612403100775193,0.9920424403183024,1.0,0.8571428571428571,0.7999999999999999,0.7142857142857143,0.888888888888889,0.7058823529411765
test,1.0,1.0,1.0,0.9803921568627451,1.0,0.9843749999999999,1.0,1.0,1.0,0.8571428571428571,0.888888888888889,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1502.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,38.0,1686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,16.0,0.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,1.0,1.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0
