,SUBJECT_20
training duration,156.60916018486023
,train,valid,test
logloss,0.12967841868908062,0.14873204525048134,0.1493911842505137
accuracy,0.9773445732349842,0.966824644549763,0.984375
macro-precision,0.9388984583843055,0.9038048326048114,0.9653141952983725
macro-recall,0.9319001551576028,0.8988356292046554,0.9097222222222222
macro-f1,0.9351108582548431,0.8892303258804936,0.9292138659211493
weighted-f1,0.9772999520306652,0.9665899754423294,0.9839374041179288
micro-f1,0.9773445732349842,0.9668246445497631,0.984375
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,1.0,1.0,1.0,0.9480946123521682,0.9612756264236902,0.9935217903415783,0.9655172413793103,0.9824561403508771,0.8602150537634409,0.8266666666666665,0.8672566371681416,0.8163265306122449
valid,1.0,1.0,1.0,0.9258160237388725,0.9414758269720103,0.9946808510638299,0.923076923076923,0.8571428571428571,0.761904761904762,0.8,0.8,0.6666666666666666
test,1.0,1.0,1.0,0.9855072463768115,0.9936305732484078,1.0,0.8571428571428571,1.0,0.7142857142857143,0.8,0.8,1.0
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1443.0,111.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,23.0,1688.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,16.0,0.0,1687.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,1.0,1.0,0.0,56.0,0.0,0.0,0.0,1.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,80.0,0.0,10.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,12.0
STAND_TO_LIE,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,15.0,0.0,98.0,1.0
