,SUBJECT_13
training duration,229.50421500205996
,train,valid,test
logloss,0.11713601560859063,0.15280069237727956,0.10600109758048222
accuracy,0.9805713085486243,0.9612842304060434,0.9913793103448276
macro-precision,0.9516419264777483,0.8418810227062298,0.9803832497911446
macro-recall,0.9466795294573087,0.8425379855889724,0.954093567251462
macro-f1,0.9480938042424117,0.8375443364569394,0.9644539276118224
weighted-f1,0.9805681793390889,0.9602026559121148,0.9911048980014496
micro-f1,0.9805713085486243,0.9612842304060434,0.9913793103448276
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,0.9996663329996663,1.0,1.0,0.9554423933800126,0.9672601952900631,0.9929453262786597,0.9743589743589743,0.9824561403508771,0.8729281767955801,0.8676470588235293,0.8959999999999999,0.8684210526315789
valid,0.9970149253731343,0.9966555183946488,1.0,0.9248554913294799,0.9408740359897172,0.9894736842105263,1.0,0.8571428571428571,0.8235294117647058,0.47058823529411764,0.896551724137931,0.15384615384615385
test,0.9824561403508771,0.9909909909909909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.8000000000000002
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1501.0,71.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
STANDING,0.0,0.0,0.0,43.0,1684.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,19.0,0.0,1689.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,1.0,0.0,0.0,57.0,0.0,0.0,0.0,2.0,0.0
SIT_TO_STAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0
SIT_TO_LIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,0.0,13.0,0.0
LIE_TO_SIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,15.0
STAND_TO_LIE,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,112.0,0.0
LIE_TO_STAND,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,66.0
confusion_matrix_valid
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
