,SUBJECT_12
training duration,228.20727849006653
,train,valid,test
logloss,0.12153481706617261,0.14157493526469547,0.1688394209917854
accuracy,0.9800629590766002,0.9678942398489141,0.9823529411764705
macro-precision,0.9390215186673664,0.9117380877440618,0.8782828282828282
macro-recall,0.9364053113248985,0.8997548558897243,0.9107142857142857
macro-f1,0.9375846768045116,0.9039362447336156,0.8901427469135802
weighted-f1,0.9800307242005433,0.9676556255312339,0.9801130174291939
micro-f1,0.9800629590766002,0.9678942398489141,0.9823529411764705
per_class_f1
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
train,1.0,1.0,1.0,0.9569718537690068,0.9661065223583024,0.9955972996771354,0.9666666666666667,0.983050847457627,0.8586387434554975,0.8243243243243243,0.8833333333333333,0.8163265306122449
valid,1.0,1.0,1.0,0.9298245614035088,0.9441624365482234,0.9947368421052631,0.923076923076923,1.0,0.761904761904762,0.823529411764706,0.7200000000000001,0.75
test,1.0,1.0,1.0,0.962962962962963,0.96875,1.0,1.0,1.0,1.0,0.0,1.0,0.7499999999999999
confusion_matrix_train
,WALKING,WALKING_UPSTAIRS,WALKING_DOWNSTAIRS,SITTING,STANDING,LAYING,STAND_TO_SIT,SIT_TO_STAND,SIT_TO_LIE,LIE_TO_SIT,STAND_TO_LIE,LIE_TO_STAND
WALKING,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_UPSTAIRS,0.0,1343.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WALKING_DOWNSTAIRS,0.0,0.0,1225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SITTING,0.0,0.0,0.0,1479.0,88.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
STANDING,0.0,0.0,0.0,29.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAYING,0.0,0.0,0.0,11.0,0.0,1696.0,0.0,0.0,0.0,0.0,0.0,0.0
STAND_TO_SIT,0.0,0.0,0.0,1.0,1.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0
